#{"t_start": 1762439432.5778115, "env_id": "None"}
r,l,t
228.12085,49,3581.173767
268.4758,56,3596.026548
235.13397,50,3610.546603
164.51886,46,3624.85921
208.36115,48,3639.274162
197.54364,44,3653.470168
170.06909,40,3667.459896
295.15265,59,3682.468729
211.9336,49,3696.942271
204.5871,43,3711.095388
233.05893,51,3725.655042
164.93185,46,3739.95646
266.9953,52,3754.596304
212.77036,44,3768.799091
145.78015,41,3782.837883
205.82806,42,3796.934981
367.50058,67,3812.373793
151.15274,41,3826.407735
173.22437,40,3840.387625
169.99988,55,3855.180882
266.83588,47,3869.536406
240.30417,49,3884.005302
261.81866,61,3899.116606
208.06018,44,3913.312762
285.8261,69,3931.242069
205.64664,41,3945.282304
217.32831,51,3959.871632
272.80716,56,3974.71587
182.93674,48,3989.13684
301.10495,53,4003.821971
193.27222,48,4018.237332
203.16846,48,4032.633921
149.05847,48,4047.052625
163.36664,44,4061.251542
191.08286,55,4076.053752
211.96927,46,4090.375669
154.30136,41,4104.41571
188.31561,50,4118.944552
187.018,46,4133.254557
258.21893,52,4147.888543
187.3259,43,4162.042737
260.60825,50,4176.56573
281.04846,47,4190.92684
358.22125,57,4205.824356
162.50943,43,4219.972553
187.02487,51,4234.549509
225.37198,53,4249.243889
235.68158,50,4263.770048
218.39532,46,4278.079652
227.58276,45,4292.339258
233.39148,49,4306.808238
189.06729,49,4321.27167
201.49414,41,4335.315186
251.90985,51,4349.894244
148.2945,51,4364.474568
206.26682,48,4378.886486
242.71521,54,4393.620116
107.409,40,4407.599642
249.55658,48,4422.008439
291.43826,57,4436.903433
314.0492,63,4452.125837
180.18262,48,4466.520044
177.1135,50,4481.048993
308.80646,56,4495.883844
263.4787,54,4510.617526
232.38983,65,4528.345487
316.2697,63,4543.567935
177.14417,48,4557.976887
198.62485,57,4572.886894
251.36975,48,4587.296098
170.41016,44,4601.494891
161.76883,46,4615.802098
152.41092,42,4629.886867
553.46436,83,4646.18962
229.91098,53,4660.88026
211.4371,44,4675.076175
234.80267,48,4689.482212
293.2181,54,4704.235301
247.84784,51,4718.821332
300.49362,57,4733.70455
220.41956,48,4748.128381
224.77548,47,4762.492088
300.16412,55,4777.288443
236.70792,62,4792.462667
237.28387,51,4807.046627
276.6051,57,4821.916623
242.88354,47,4836.268863
167.95721,56,4851.115785
202.50696,47,4865.479716
206.64877,47,4879.834959
279.02222,50,4894.354993
389.46304,64,4909.634745
301.48132,61,4924.746203
280.4792,59,4939.748772
371.15784,63,4954.971078
321.9702,67,4970.413119
174.78094,40,4984.395652
192.7651,48,4998.804209
257.07983,54,5013.546952
142.82591,39,5027.481454
165.99747,49,5041.963025
221.48865,51,5056.543256
224.09436,55,5071.336052
261.7894,62,5086.498259
373.65192,59,5103.911162
184.37152,40,5117.891226
294.23297,53,5132.579502
246.38052,49,5147.048606
263.82178,51,5161.614054
138.91333,41,5175.656533
208.55405,51,5190.236864
324.7591,69,5205.787224
191.86551,51,5220.360208
199.27234,52,5234.961392
226.39029,45,5249.214635
233.87463,60,5264.277589
212.24908,53,5278.959978
308.79092,51,5293.533914
436.53314,73,5309.300105
403.37512,72,5325.0177
248.04004,60,5340.089101
290.77097,63,5355.308669
363.76062,68,5370.797758
186.31311,42,5384.885782
181.39423,73,5400.648125
162.92584,40,5414.633641
232.22049,48,5429.046098
227.80112,47,5443.401192
396.9619,76,5459.316473
245.9671,47,5473.676795
209.02911,59,5488.683446
269.4748,53,5503.365803
238.35837,51,5517.945644
347.86996,65,5533.281678
374.74298,59,5548.28814
295.40173,70,5563.879482
294.09448,58,5578.831268
320.7951,63,5594.06358
281.66614,56,5608.918943
364.1166,65,5624.24994
154.58939,56,5641.505941
151.35791,48,5655.93401
235.40448,49,5670.411975
312.99084,54,5685.153958
448.648,75,5701.024299
247.26767,52,5715.655621
387.55142,62,5730.823842
321.767,63,5746.049026
441.24176,71,5761.703399
318.355,66,5777.08793
249.4296,54,5791.829757
273.8193,51,5806.416243
278.66367,54,5821.158365
348.8971,74,5836.98938
274.6419,55,5851.776766
252.40753,59,5866.785641
240.8771,49,5881.254408
196.67285,48,5895.675076
226.93393,59,5910.684578
248.3064,49,5925.15392
320.44446,68,5940.649198
259.91797,52,5955.277829
234.22302,63,5970.494043
282.02933,53,5985.182238
166.75977,58,6000.137134
274.0292,50,6014.660266
268.89905,55,6029.447985
187.33676,43,6043.589978
391.54886,65,6058.944003
280.61484,59,6073.962425
325.75638,54,6088.710829
269.677,59,6103.722372
382.40118,74,6119.54782
275.30795,54,6134.287155
305.91992,72,6149.995632
394.98965,88,6168.998816
535.44135,76,6184.929257
220.8064,78,6200.955835
385.61826,63,6216.190653
229.853,58,6231.154917
415.3838,68,6246.644076
110.792725,72,6262.355403
244.21747,60,6277.434011
278.8291,53,6292.134098
188.90863,55,6306.933027
292.4113,62,6322.101382
352.28024,63,6337.320569
250.17303,57,6352.221384
244.69077,49,6366.699857
300.42517,61,6381.811059
267.30307,51,6396.387824
241.13348,65,6411.727834
206.9552,52,6426.361892
294.0209,56,6441.205846
424.52722,73,6456.965101
284.42444,63,6472.187503
274.023,50,6486.692765
266.12668,54,6501.434749
329.52628,59,6516.437422
235.06927,52,6531.065594
170.7526,70,6546.663023
338.69638,71,6562.317941
220.513,47,6576.684675
385.49756,76,6592.620845
245.35199,50,6607.153165
466.62042,69,6622.708238
326.89114,60,6637.777704
276.24304,67,6653.219074
198.7344,47,6667.573679
551.77454,93,6686.871385
238.90567,58,6701.823703
331.92654,64,6717.092796
347.08688,79,6733.178611
308.4137,65,6748.502891
283.8261,59,6763.509339
216.46814,56,6778.362229
300.0834,64,6793.641443
237.60486,55,6808.429351
425.32397,65,6823.756808
295.26355,55,6838.564826
180.13715,64,6853.835053
392.11115,63,6869.060642
208.49747,74,6884.879905
-88.545135,111,6902.691519
261.63022,58,6917.655582
439.09955,73,6933.415426
217.37872,57,6948.315626
237.44638,60,6963.373153
489.27844,81,6979.573659
506.9287,83,6995.881674
286.08005,61,7010.993068
421.85846,77,7026.945764
57.052155,85,7043.36151
366.79395,105,7060.861313
251.94543,49,7075.321921
260.34567,53,7090.000771
354.5185,64,7105.274073
318.48718,64,7120.547367
269.99863,102,7140.303363
279.8289,59,7155.291761
297.83557,65,7170.62832
223.4979,51,7185.202789
429.56567,72,7200.904948
385.55478,66,7216.286217
450.66522,78,7232.318794
434.35468,70,7247.925373
186.24472,64,7263.204421
327.37814,58,7278.15704
348.00186,66,7293.546886
315.3012,65,7308.868237
337.8467,61,7323.982373
357.34018,70,7339.582442
168.4732,51,7354.15665
262.52222,56,7368.998157
131.1043,64,7384.274707
200.69391,51,7398.854308
215.73071,61,7413.977376
435.90997,71,7429.637882
267.53818,56,7444.487846
352.82413,60,7459.565796
227.27875,74,7475.391219
309.4149,62,7490.562798
338.53867,74,7506.373248
451.1441,75,7522.243267
365.41174,62,7537.411936
259.68442,59,7552.424048
378.98026,68,7567.916183
284.60126,63,7583.147415
499.48724,77,7599.135203
319.0951,77,7617.624454
229.37198,57,7632.538091
357.109,68,7648.04244
270.1494,53,7662.73305
234.742,51,7677.307385
588.45636,105,7694.801305
338.23804,84,7711.151819
321.5553,66,7726.53592
305.0434,92,7743.324638
344.63214,65,7758.648423
393.88644,86,7775.120288
242.86795,49,7789.595167
327.81268,63,7804.823249
328.2402,68,7820.319459
411.0533,70,7835.925409
321.87952,62,7851.093621
208.0267,83,7867.405375
248.31976,57,7882.306282
344.35995,69,7897.858545
247.28098,75,7913.738266
180.52429,46,7928.051174
213.91614,56,7942.892291
454.23114,73,7958.660884
300.16498,63,7973.882929
462.02692,95,7990.839575
390.39468,70,8006.46097
495.15668,77,8022.448502
265.62814,63,8037.67957
478.53925,74,8053.493461
478.0692,88,8070.071797
442.07465,77,8088.504713
257.09174,57,8103.402717
391.0759,70,8118.997296
429.59467,65,8134.332819
486.79803,91,8151.073578
322.9371,60,8166.146247
334.65286,67,8181.588406
267.7197,63,8196.81544
235.29288,89,8213.442118
336.78564,83,8229.753608
407.97986,74,8245.578935
284.44724,59,8260.579306
184.32733,79,8276.662191
316.03928,60,8291.719702
250.26324,62,8306.89499
303.41687,62,8322.073788
294.38263,51,8336.653928
380.43143,64,8351.944949
165.11966,56,8366.798001
517.40424,76,8382.723271
150.22043,77,8398.70623
418.6834,65,8414.031223
169.36118,42,8428.11852
458.29327,73,8443.877883
239.75778,75,8459.751493
369.4803,81,8475.957589
489.23877,76,8491.882012
459.0678,77,8507.863447
321.69974,65,8523.175844
644.4453,117,8543.763254
356.5643,68,8559.252234
412.72974,66,8574.636975
-1075.5613,146,8594.34814
258.3114,59,8609.363326
335.7496,70,8624.963302
479.87396,71,8640.63879
401.80273,73,8656.404314
219.47833,57,8671.299567
274.14102,61,8686.416463
285.7804,74,8702.232638
468.01758,95,8719.18029
359.92676,66,8734.565197
579.1751,107,8752.16615
161.69846,57,8767.065076
363.7538,68,8782.53908
450.4145,72,8798.244611
400.5622,64,8813.538542
-2768.7947,285,8840.754567
-271.95966,92,8857.549472
540.2798,93,8874.398216
447.32605,84,8890.748831
362.27432,66,8906.117955
164.7738,47,8920.476151
169.69257,71,8938.551781
549.59265,99,8955.724529
287.78696,65,8971.054785
419.57812,88,8987.63653
354.4996,70,9003.224621
440.07007,82,9019.479351
215.15982,66,9034.86039
212.36295,61,9049.977639
390.7345,84,9066.333949
150.65894,52,9080.955914
270.12857,67,9096.397541
183.58759,49,9110.863656
267.36578,60,9125.902829
306.1333,77,9141.889966
214.19846,68,9157.385188
465.83417,70,9172.991729
231.30557,50,9187.514294
387.39023,72,9203.220154
278.20016,64,9218.50517
73.42444,98,9235.600662
285.7137,61,9250.712064
302.26074,64,9265.99136
375.56033,83,9282.29985
151.08702,54,9297.035871
197.35815,72,9312.756132
385.65906,84,9329.135082
147.09583,65,9344.464973
379.3568,73,9360.226618
438.00177,81,9376.421803
454.4959,94,9395.682761
75.62102,86,9412.14447
112.41345,44,9426.340009
290.79236,66,9441.722063
90.67395,59,9456.728236
587.26526,90,9473.411089
117.59015,90,9490.087501
398.08682,63,9505.319155
483.31384,169,9526.275885
382.31985,85,9542.706564
363.5239,65,9558.039828
540.00165,91,9574.777039
270.23474,58,9589.729552
369.63177,67,9605.179491
394.3165,89,9621.809745
324.18808,69,9637.367801
419.05426,67,9652.796629
247.77716,54,9667.541618
388.93756,66,9682.935245
350.68985,84,9699.294917
446.03485,80,9715.438753
354.84982,64,9730.696907
292.2856,68,9746.195234
221.91345,54,9760.928534
308.65726,77,9776.903738
354.44574,81,9793.095048
354.07184,79,9809.184382
592.53,105,9829.08536
564.7523,93,9845.933571
128.89365,122,9864.340129
520.4424,88,9880.912428
342.11868,117,9899.051297
654.9892,85,9915.458663
338.04498,72,9931.166975
292.23233,64,9946.443135
201.60678,64,9961.713682
356.9652,109,9979.423115
-3616.2026,228,10003.575184
502.7273,127,10022.25465
797.589,110,10040.045766
538.31744,89,10056.672251
192.00156,70,10072.281861
594.16797,87,10088.818385
427.8402,73,10104.58656
644.4033,99,10121.762148
769.25037,109,10139.49635
268.36685,58,10154.469673
264.32022,64,10169.745861
-162.73428,146,10191.924421
475.21753,79,10208.019681
393.305,79,10224.118213
144.94011,71,10239.781366
374.24814,82,10256.038922
184.34409,66,10271.405158
276.416,91,10288.127091
556.1307,93,10304.967457
25.887589,80,10321.119176
413.44183,97,10338.187378
406.17456,72,10353.901458
563.51306,89,10370.536944
409.28705,81,10386.740293
543.2714,106,10404.293472
430.62323,88,10420.878303
216.25385,73,10436.679968
198.01083,86,10453.150235
541.12335,118,10471.330773
110.4332,106,10488.887834
396.00958,99,10506.069382
-58.34311,117,10524.202003
216.28693,79,10540.298344
536.36646,86,10556.775129
930.5377,129,10578.031233
415.9992,84,10594.39048
349.72275,92,10611.172622
312.7222,78,10627.208327
318.334,111,10645.038416
391.8745,86,10661.5112
597.89825,94,10678.408101
309.8248,64,10693.705946
395.26212,76,10709.642339
246.30661,63,10724.846453
402.22443,103,10742.244344
400.20288,73,10758.01834
403.63052,73,10773.786507
80.282745,92,10790.581057
446.71613,79,10806.676552
648.49146,103,10824.068062
418.43646,87,10840.58967
746.2746,127,10859.277401
234.84955,65,10874.614346
554.251,104,10892.031995
322.07455,83,10908.337913
447.70068,100,10925.564773
418.0205,94,10942.467162
521.3797,83,10961.233177
119.072495,65,10976.569577
82.25697,78,10992.607678
132.86551,83,11008.91627
362.8241,72,11024.636583
101.41693,76,11040.566429
647.61145,105,11058.07876
725.0757,107,11075.692208
541.58685,131,11094.589646
463.9969,80,11110.726981
413.54663,77,11126.693767
-699.8734,115,11144.730376
279.17264,71,11160.390788
572.38153,86,11176.855151
430.03485,76,11192.785548
428.73767,80,11208.937568
216.89246,86,11225.375274
405.16217,90,11242.05264
540.4839,91,11258.796139
146.53696,88,11275.374504
690.1385,92,11292.162995
372.5662,92,11308.954172
381.99524,115,11326.982453
-29092.41,1337,11413.482116
448.40875,124,11431.999065
341.6799,83,11448.295335
338.30118,69,11463.841741
165.9025,180,11485.37998
470.61523,80,11501.537826
781.5894,172,11522.66558
611.27594,85,11541.528287
376.03885,89,11558.157548
318.90622,152,11578.201792
408.3165,121,11596.556797
469.3692,77,11612.547171
-498.62085,170,11633.566607
355.7982,81,11649.767297
473.42426,84,11666.120706
-32.78174,103,11683.509372
317.52417,86,11699.970809
554.1698,97,11717.041964
344.06366,67,11732.461301
349.53345,111,11750.270598
945.19104,128,11769.003452
269.31537,59,11784.014869
301.01215,62,11799.180498
307.847,101,11816.466863
58.7713,178,11837.913046
310.99594,73,11853.686948
384.41446,85,11870.106532
542.0381,145,11892.173287
839.2231,106,11909.71473
-979.8054,182,11931.382569
191.77896,77,11947.364264
-10.0612335,98,11964.483071
198.91394,97,11981.551192
439.30627,78,11997.595385
268.03885,93,12014.432259
233.87909,68,12029.945518
252.61526,71,12045.605436
184.75577,75,12061.494342
390.05844,79,12077.580666
195.47562,56,12092.421982
396.07465,79,12108.502298
554.9996,87,12125.02377
-5764.9053,363,12156.45258
-216.14334,136,12175.632182
410.84564,82,12191.88724
409.80313,111,12209.716357
1914.0409,243,12237.046629
383.7481,87,12253.568354
205.04166,77,12269.551993
416.2179,80,12285.689707
462.96045,121,12304.047306
651.9331,150,12323.963159
513.9459,98,12341.078523
456.5155,78,12357.116647
1018.7976,137,12376.345285
124.66269,85,12392.752166
277.5401,77,12408.73052
-488.6696,143,12428.273617
591.28253,95,12445.230861
265.89465,56,12460.083142
506.64636,97,12477.153399
352.0398,73,12492.922108
454.16064,83,12509.233629
553.2002,93,12526.08229
371.69305,69,12541.640207
514.21576,100,12558.857867
641.5149,103,12578.665866
208.83316,76,12594.60166
1226.2723,216,12618.112051
509.35272,113,12636.040889
487.61,93,12652.892366
723.95984,129,12671.688476
733.747,110,12689.457633
529.491,75,12705.319176
523.69476,115,12723.350071
206.49448,76,12739.277534
411.54138,83,12755.573334
443.8313,125,12774.163047
625.1031,113,12792.097427
19.886543,78,12808.142106
492.46667,84,12824.500822
476.42535,141,12843.957449
450.72046,109,12861.660654
431.79602,78,12877.699433
1206.4216,149,12897.569451
-304.17294,186,12921.838437
129.7309,80,12937.982144
611.5428,110,12955.748655
-162.48883,135,12974.872134
1041.7334,141,12994.313538
448.61243,92,13011.087332
368.4863,88,13027.668788
388.1854,81,13043.860214
489.4713,92,13060.654883
800.0733,122,13079.07295
1013.4436,131,13097.977693
520.2741,113,13115.909514
149.74252,241,13140.757747
689.04236,138,13160.039379
-953.05695,212,13183.321491
-1411.0156,217,13209.340373
293.98816,133,13228.358245
771.40845,110,13246.12194
1377.6699,167,13266.963989
333.24408,75,13282.843081
648.94324,128,13301.569809
575.4941,104,13319.001478
412.14642,117,13337.157784
669.6901,140,13356.580936
810.1793,121,13374.956934
514.5032,214,13398.353266
-1764.9716,239,13423.099386
-145.46573,149,13442.975308
-256.0191,116,13461.059862
423.17017,67,13476.49857
289.06015,202,13501.710016
616.6588,93,13518.573373
196.38403,71,13534.236665
571.1562,103,13551.631467
608.60333,132,13570.589142
259.50116,97,13587.666166
154.07521,118,13605.867762
-470.39114,203,13628.661391
-233.89807,179,13650.166165
938.0786,142,13669.658213
924.4794,152,13689.690269
527.3299,248,13714.913725
202.42938,176,13736.23327
916.6927,174,13757.463034
134.97647,138,13779.127442
808.2056,123,13797.593303
305.07568,92,13814.400117
1087.5513,143,13833.949374
373.09445,100,13851.182142
698.25665,104,13868.628266
222.60095,145,13888.291317
338.0965,231,13912.581
-117.235565,162,13933.165627
663.01324,139,13952.504346
402.6319,164,13973.211753
204.57947,107,13990.813479
-798.24524,172,14011.937875
380.74567,163,14032.561274
100.337555,250,14060.311527
872.6658,224,14084.244077
1163.7407,186,14106.109939
735.83856,129,14124.923886
-1106.8038,188,14146.918637
1219.4519,174,14168.144668
126.30658,230,14192.408828
482.23407,90,14209.098299
6.2561874,220,14232.820757
-220.07759,161,14253.343183
872.28375,125,14271.931919
-406.2789,258,14300.119797
951.85767,163,14320.746062
701.37854,144,14340.373251
236.73367,89,14357.013412
445.85938,179,14378.50676
727.16595,152,14398.560141
161.14746,143,14418.124384
-340.5124,192,14440.33818
246.05109,117,14458.489865
901.28046,130,14477.338696
1140.4729,158,14497.704494
637.52856,111,14515.525111
366.87543,109,14533.246821
64.5101,166,14554.038456
529.225,171,14577.66307
729.5937,131,14596.564222
454.51538,150,14616.494448
499.76733,97,14633.55021
257.25293,137,14652.763573
-1553.2758,241,14677.611884
634.9742,111,14695.432513
-96.45416,108,14713.091185
249.97208,155,14733.294183
880.5342,127,14751.940485
-166.7981,169,14772.894883
-191.579,294,14800.626136
412.5725,95,14817.585452
449.09265,290,14847.475353
805.9731,135,14866.594806
685.39233,125,14885.189999
794.2058,145,14904.867973
505.84564,208,14927.931158
-40090.26,1409,15018.358969
-1612.9246,337,15048.389932
-255.72226,179,15069.880239
441.08746,79,15085.972415
669.4959,113,15103.883532
-20286.984,1016,15170.645608
-493.54947,170,15191.646881
-3162.9062,422,15228.660551
1167.7382,204,15251.489209
-870.6138,106,15269.039977
-3029.6907,385,15301.656458
859.9706,194,15323.973047
-6477.775,535,15364.71236
512.19495,133,15383.724382
-3138.8333,422,15420.67747
37.459473,127,15439.365341
-1876.6808,423,15474.049877
340.83368,163,15494.70339
875.8155,146,15514.426026
527.82336,97,15531.491154
-789.84155,121,15549.849226
934.136,201,15572.561202
-988.76605,205,15595.48291
-960.30927,272,15624.430257
-546.4769,195,15646.794122
-8126.495,676,15695.134555
-1713.1436,280,15722.104717
726.91284,139,15741.443017
-8548.075,563,15783.698168
1457.3762,244,15811.064152
-708.3996,158,15831.468732
-621.0616,198,15854.001034
989.4297,177,15875.374379
523.012,151,15895.361913
646.8852,104,15912.803848
-521.42474,387,15945.529523
745.473,187,15967.45504
-480.39276,240,15992.258631
417.87115,155,16012.453117
562.8888,98,16029.571681
541.6429,250,16057.321805
-1076.9702,289,16084.765867
696.84436,139,16104.102334
500.59058,129,16122.907452
338.54324,110,16140.680048
-805.00476,207,16163.683171
516.7426,235,16188.222271
584.38586,103,16205.60166
-537.95306,181,16227.200842
1062.673,157,16247.509231
574.6617,111,16265.34397
270.90182,151,16285.334656
-31.904129,184,16309.528047
116.36282,178,16330.979396
1467.2399,190,16353.079618
350.61075,124,16371.602608
497.58337,102,16388.925236
1050.6029,142,16408.41693
605.0545,150,16428.356502
733.60046,156,16448.607843
627.40796,95,16465.579173
-223.07294,213,16488.941995
-372.27734,121,16507.315331
606.32855,165,16528.06471
709.581,141,16547.511947
612.33545,104,16564.954896
494.77728,85,16581.368032
665.68207,121,16602.18692
444.37476,125,16620.769822
182.55652,160,16641.228095
428.23163,146,16660.966312
1223.8599,170,16681.952957
266.6547,75,16697.829338
1452.4862,246,16722.912004
396.2967,167,16743.766337
831.5401,191,16765.911104
795.7679,150,16785.853307
-2998.1611,317,16814.818382
-581.61743,191,16839.301298
-62.6988,194,16861.592864
1210.9286,230,16885.853348
-1454.0432,242,16910.753811
685.6649,166,16931.563162
883.82666,128,16950.293206
507.59894,168,16971.189623
547.5272,160,16991.65103
1052.2969,153,17011.737511
371.36627,77,17027.732424
442.0127,171,17048.772944
1256.568,184,17070.548727
511.49268,137,17089.800514
1733.0125,233,17116.704437
484.54517,99,17133.882973
1031.6217,144,17153.504782
354.2128,146,17173.21829
706.48566,128,17191.954314
743.5373,150,17211.866413
971.80176,171,17232.930938
1043.1469,202,17255.639694
575.2134,102,17272.98334
1091.7612,148,17292.814801
726.3907,143,17312.388153
743.40375,129,17331.186545
363.17258,131,17350.093667
530.6532,122,17368.502372
-289.26352,223,17394.731089
634.02747,117,17412.876153
793.5262,120,17431.18948
973.8716,142,17450.674886
672.2627,219,17474.338676
919.90216,167,17495.204763
435.6725,172,17516.322742
242.736,201,17539.014089
-125.40073,263,17565.050389
909.6691,222,17588.871917
859.9714,162,17609.456499
469.71063,195,17634.305131
643.03186,153,17654.405983
314.37234,226,17678.42032
484.00592,199,17700.997005
605.22723,108,17718.646654
589.26984,112,17736.530546
899.15704,186,17758.414351
962.1177,150,17778.3026
834.29047,164,17798.998538
255.48312,143,17818.550903
760.6714,271,17845.013439
388.0944,142,17864.49437
-98.812546,214,17890.411848
589.6178,194,17912.715374
522.36584,168,17933.605764
348.46188,282,17960.674449
583.4923,140,17980.049619
382.655,118,17998.245669
733.7583,143,18017.785672
