#{"t_start": 1762113546.8813367, "env_id": "None"}
r,l,t
-1002.69238,387,399.368646
-402.23559,228,636.102526
-929.046672,59,701.904382
-888.920541,105,814.09967
-942.311533,82,903.027116
-404.732383,193,1104.478949
-2055.19064,245,1358.155007
