episode,timestamp,elapsed_time_s,curriculum_level,episode_reward,episode_length,tumble_initiated,tumble_recovered,recovery_steps,disturbance_intensity,disturbance_type,rolling_10_reward,rolling_10_recovery_rate,rolling_50_recovery_rate
122,1762853921.5228982,6441.469213247299,2,18958.62738,600,1,1,19,1.3146527402382961,unknown,15852.7623864,100.0,100.0
123,1762853974.2810225,6494.227337598801,2,11530.008005,600,1,1,25,1.3742069041714258,unknown,15476.731055200002,100.0,100.0
124,1762854036.6785915,6556.624906539917,2,19013.900157,600,1,1,16,1.2503204521936189,unknown,16010.7450846,100.0,100.0
125,1762854091.1129854,6611.0593004226685,2,15796.427252,600,1,1,14,1.2923258323092577,unknown,15725.8904376,100.0,100.0
126,1762854143.25885,6663.205165147781,2,18047.248038,600,1,1,17,1.2088889411877786,unknown,15755.464555699999,100.0,100.0
127,1762854195.3563037,6715.302618741989,2,21585.160085,600,1,1,18,1.41779386851484,unknown,16066.8528767,100.0,100.0
128,1762854250.6378112,6770.584126234055,2,21130.127853,600,1,1,23,1.165057232547368,unknown,16283.443852200004,100.0,100.0
129,1762854302.8464522,6822.792767286301,2,9419.659818,600,1,1,3,1.1674235691497554,unknown,17323.1007854,100.0,100.0
130,1762854354.910462,6874.8567769527435,2,20044.128486,600,1,1,18,1.1669535619211426,unknown,17409.674166300003,100.0,100.0
131,1762854409.5964336,6929.5427486896515,2,18411.466537,600,1,1,17,1.182928847290313,unknown,17393.6753611,100.0,100.0
132,1762854461.5780933,6981.524408340454,2,14360.142261,600,1,1,28,1.321062257909646,unknown,16933.8268492,100.0,100.0
133,1762854513.550755,7033.497070074081,2,15594.286389,600,1,1,28,1.3659923213798217,unknown,17340.2546876,100.0,100.0
134,1762854568.0967574,7088.043072462082,2,20463.471177,600,1,1,17,1.439947132644277,unknown,17485.2117896,100.0,100.0
135,1762854620.0675504,7140.013865470886,2,5322.158144,600,1,1,24,1.4160668508700536,unknown,16437.784878799997,100.0,100.0
136,1762854673.8727312,7193.819046258926,2,18516.037277,600,1,1,26,1.4066683800973336,unknown,16484.663802699997,100.0,100.0
137,1762854727.6929357,7247.63925075531,2,10553.6443,600,1,1,6,1.1797945714443154,unknown,15381.512224200002,100.0,100.0
138,1762854782.908867,7302.855181932449,2,19416.710917,600,1,1,16,1.276968445054323,unknown,15210.170530599999,100.0,100.0
139,1762854836.2065313,7356.152846336365,2,18338.44153,600,1,1,16,1.3725234846357564,unknown,16102.048701800002,100.0,100.0
140,1762854889.4834504,7409.429765462875,2,18031.719283,600,1,1,17,1.1197348358329768,unknown,15900.807781500003,100.0,100.0
141,1762854944.668246,7464.614561080933,2,17624.34112,600,1,1,20,1.3629580934515175,unknown,15822.095239799999,100.0,100.0
142,1762854996.5856645,7516.531979560852,2,9673.868447,600,1,1,13,1.171250457085347,unknown,15353.467858399998,100.0,100.0
143,1762855048.3702035,7568.316518545151,2,20042.913077,600,1,1,19,1.187978441800884,unknown,15798.3305272,100.0,100.0
144,1762855100.2255785,7620.171893596649,2,13063.094106,600,1,1,24,1.365258828590342,unknown,15058.2928201,100.0,100.0
145,1762855154.574949,7674.521264076233,2,18491.034243,600,1,1,17,1.3781476823222087,unknown,16375.180430000002,100.0,100.0
146,1762855206.316113,7726.262428045273,2,16795.853478,600,1,1,29,1.2120133948445966,unknown,16203.1620501,100.0,100.0
147,1762855258.0917017,7778.038016796112,2,20346.703705,600,1,1,17,1.371390269725856,unknown,17182.467990600002,100.0,100.0
148,1762855312.400571,7832.3468861579895,2,19117.704026,600,1,1,17,1.4596310945909512,unknown,17152.5673015,100.0,100.0
149,1762855364.2171447,7884.163459777832,2,20340.20113,600,1,1,17,1.3954046476607957,unknown,17352.7432615,100.0,100.0
150,1762855417.5151827,7937.461497783661,2,18743.41252,600,1,1,17,1.4766941121233284,unknown,17423.912585200003,100.0,100.0
151,1762855471.789604,7991.735918998718,2,13590.81044,600,1,1,23,1.3510307149098175,unknown,17020.5595172,100.0,100.0
152,1762855530.60346,8050.549775123596,2,8166.761152,600,1,1,9,1.3474582891214266,unknown,16869.848787699997,100.0,100.0
153,1762855584.471972,8104.418287038803,2,17993.111376,600,1,1,16,1.2379227980282286,unknown,16664.868617599997,100.0,100.0
154,1762855637.7028441,8157.649159193039,2,16467.138429,600,1,1,15,1.1843899227911465,unknown,17005.2730499,100.0,100.0
155,1762855696.421068,8216.367383003235,2,6041.182971,600,1,1,21,1.1775741796837766,unknown,15760.287922699998,100.0,100.0
156,1762855749.8359377,8269.782252788544,2,18756.031328,600,1,1,15,1.2703981784654348,unknown,15956.305707700001,100.0,100.0
157,1762855801.6536467,8321.59996175766,2,18019.493217,600,1,1,16,1.3994128276436097,unknown,15723.584658900003,100.0,100.0
158,1762855856.1473806,8376.093695640564,2,16842.865951,600,1,1,20,1.2417754283521603,unknown,15496.100851399999,100.0,100.0
159,1762855908.2777214,8428.224036455154,2,17334.371641,600,1,1,17,1.136567182255681,unknown,15195.5179025,100.0,100.0
160,1762855960.129589,8480.075904130936,2,2325.56156,600,1,1,9,1.3695278538329068,unknown,13553.7328065,100.0,100.0
161,1762856011.9224484,8531.868763446808,2,21344.608751,600,1,1,21,1.1574384042998032,unknown,14329.1126376,100.0,100.0
162,1762856066.0845907,8586.030905723572,2,3368.567942,600,1,1,11,1.3962248815739127,unknown,13849.293316599997,100.0,100.0
163,1762856117.8087447,8637.755059719086,2,-5422.146624,600,1,1,2,1.2187799062686686,unknown,11507.7675166,100.0,100.0
164,1762856169.678492,8689.62480711937,2,14070.069993,600,1,1,7,1.1315424967568481,unknown,11268.060673,100.0,100.0
165,1762856224.2231343,8744.169449329376,2,10386.824811,600,1,1,4,1.18701890340404,unknown,11702.624857,100.0,100.0
166,1762856276.0972605,8796.043575525284,2,11106.09544,600,1,1,4,1.2040648371393072,unknown,10937.631268199999,100.0,100.0
167,1762856327.9632246,8847.909539699554,2,5060.147467,600,1,1,13,1.328183488418484,unknown,9641.696693200001,100.0,100.0
168,1762856380.5638676,8900.510182619095,2,14966.870318,600,1,1,17,1.2013821426817521,unknown,9454.0971299,100.0,100.0
169,1762856435.4903145,8955.436629533768,2,12496.634125,600,1,1,24,1.4593217037474837,unknown,8970.3233783,100.0,100.0
170,1762856488.4403102,9008.386625289917,2,16922.812546,600,1,1,27,1.180098121035573,unknown,10430.0484769,100.0,100.0
171,1762856541.8249776,9061.771292686462,2,20296.227732,600,1,1,17,1.4608911994288454,unknown,10325.210374999999,100.0,100.0
172,1762856600.2157207,9120.162035703659,2,17616.971989,600,1,1,28,1.364896544414242,unknown,11750.0507797,100.0,100.0
173,1762856652.249568,9172.19588303566,2,8838.665512,600,1,1,20,1.330325301412165,unknown,13176.1319933,100.0,100.0
174,1762856704.180372,9224.126687049866,2,3807.641695,600,1,1,18,1.341858508727826,unknown,12149.8891635,100.0,100.0
175,1762856758.4764483,9278.422763347626,2,17109.157615,600,1,1,16,1.105195157746334,unknown,12822.122443900002,100.0,100.0
176,1762856810.2225034,9330.168818473816,2,2856.502534,600,1,1,8,1.3987193692771007,unknown,11997.1631533,100.0,100.0
177,1762856861.9413939,9381.887708902359,2,1402.551373,600,1,1,7,1.3995171973295368,unknown,11631.4035439,100.0,100.0
178,1762856914.674575,9434.620890140533,2,-3177.677168,600,1,1,3,1.4315549127604816,unknown,9816.9487953,100.0,100.0
179,1762856972.9598107,9492.90612578392,2,19214.465915,600,1,1,23,1.212609651388716,unknown,10488.7319743,100.0,100.0
180,1762857025.788394,9545.73470902443,2,19243.608415,600,1,1,17,1.3756000506034844,unknown,10720.8115612,100.0,100.0
181,1762857077.4230695,9597.369384527206,2,18115.96858,600,1,1,17,1.1706116128478703,unknown,10502.785646,100.0,100.0
182,1762857135.5758188,9655.52213382721,2,4792.82537,600,1,1,9,1.3964051185328792,unknown,9220.370984100002,100.0,100.0
183,1762857188.7583976,9708.704712629318,2,7660.337881,600,1,1,23,1.42901936758033,unknown,9102.538220999999,100.0,100.0
184,1762857242.1077461,9762.054061174393,2,1057.278974,600,1,1,4,1.4563347742770434,unknown,8827.5019489,100.0,100.0
185,1762857293.8727129,9813.819027900696,2,21179.564694,600,1,1,18,1.4319604562490826,unknown,9234.5426568,100.0,100.0
186,1762857348.1184669,9868.06478190422,2,10564.649993,600,1,1,5,1.2092926088500064,unknown,10005.3574027,100.0,100.0
187,1762857399.7662628,9919.712577819824,2,23054.021814,600,1,1,19,1.1757051982623663,unknown,12170.504446800001,100.0,100.0
188,1762857451.4745243,9971.420839309692,2,18761.429818,600,1,1,17,1.4820801014776108,unknown,14364.4151454,100.0,100.0
189,1762857505.770696,10025.717010974884,2,15711.449308,600,1,1,7,1.199698058837086,unknown,14014.113484700001,100.0,100.0
190,1762857557.423112,10077.369426965714,2,20900.887355,600,1,1,19,1.2025010388512045,unknown,14179.841378699999,100.0,100.0
191,1762857609.2260706,10129.172385692596,2,13241.744462,600,1,1,25,1.3409138522863928,unknown,13692.418966899999,100.0,100.0
192,1762857660.9331641,10180.879479169846,2,16158.365588,600,1,1,16,1.4766766616622173,unknown,14828.9729887,100.0,100.0
193,1762857715.4669633,10235.413278341293,2,12139.847478,600,1,1,14,1.236988719883824,unknown,15276.923948399999,100.0,100.0
194,1762857767.3896806,10287.335995674133,2,15055.743211,600,1,1,22,1.319525616587968,unknown,16676.7703721,100.0,100.0
195,1762857819.3131907,10339.259505748749,2,16728.326707,600,1,1,23,1.3448063005963973,unknown,16231.6465734,100.0,100.0
196,1762857873.6816368,10393.627951860428,2,17141.455943,600,1,1,24,1.2193377961744853,unknown,16889.3271684,100.0,100.0
197,1762857925.3853233,10445.331638336182,2,1972.893172,600,1,1,5,1.4708406413228556,unknown,14781.2143042,100.0,100.0
198,1762857977.2214766,10497.167791604996,2,7765.000499,600,1,1,3,1.1619633149054893,unknown,13681.571372299999,100.0,100.0
199,1762858031.3169794,10551.26329445839,2,11198.616749,600,1,1,14,1.2691595153096347,unknown,13230.2881164,100.0,100.0
200,1762858083.2178142,10603.164129257202,2,6324.585516,600,1,1,5,1.3322767396599977,unknown,11772.657932500002,100.0,100.0
201,1762858135.2649436,10655.211258649826,2,14405.466066,600,1,1,6,1.1200090327984205,unknown,11889.030092900002,100.0,100.0
202,1762858187.178316,10707.124631166458,2,13006.191733,600,1,1,25,1.2399221582644118,unknown,11573.8127074,100.0,100.0
203,1762858241.6959758,10761.642290830612,2,14176.115773,600,1,1,22,1.4285501694566287,unknown,11777.4395369,100.0,100.0
204,1762858293.5119708,10813.458285808563,2,18912.750113,600,1,1,17,1.4373238280149219,unknown,12163.1402271,100.0,100.0
205,1762858345.1971989,10865.143513917923,2,20044.785564,600,1,1,17,1.308005519401738,unknown,12494.7861128,100.0,100.0
206,1762858399.4487655,10919.395080566406,2,22667.310636,600,1,1,19,1.1660970228308676,unknown,13047.371582099999,100.0,100.0
207,1762858451.2316716,10971.177986621857,2,18855.989273,600,1,1,17,1.4906150321052947,unknown,14735.6811922,100.0,100.0
208,1762858502.986731,11022.933046102524,2,11444.889366,600,1,1,16,1.3430469346704403,unknown,15103.670078899999,100.0,100.0
209,1762858554.8102164,11074.756531476974,2,3514.426472,600,1,1,3,1.3823959311853196,unknown,14335.251051199997,100.0,100.0
210,1762858609.175904,11129.122219085693,2,329.863686,600,1,1,7,1.4305084579914125,unknown,13735.7788682,100.0,100.0
211,1762858661.129336,11181.075651168823,2,18260.299955,600,1,1,18,1.3788848793480015,unknown,14121.2622571,100.0,100.0
212,1762858712.8660538,11232.812368869781,2,16693.476107,600,1,1,29,1.109800856086097,unknown,14489.9906945,100.0,100.0
213,1762858767.1850994,11287.131414413452,2,8533.835694,600,1,1,6,1.433215087580964,unknown,13925.762686600001,100.0,100.0
214,1762858819.0380614,11338.984376430511,2,12594.136097,600,1,1,24,1.467523349543682,unknown,13293.901285,100.0,100.0
215,1762858870.86333,11390.809644937515,2,18555.554534,600,1,1,17,1.3624399915514531,unknown,13144.978181999997,100.0,100.0
216,1762858925.4256675,11445.371982574463,2,6227.934156,600,1,1,2,1.3358527068998118,unknown,11501.040534,100.0,100.0
217,1762858977.1551063,11497.101421356201,2,18096.270229,600,1,1,16,1.1677518014602102,unknown,11425.0686296,100.0,100.0
218,1762859029.1291528,11549.075467824936,2,16246.698714,600,1,1,30,1.2236428358214018,unknown,11905.2495644,100.0,100.0
219,1762859080.9149313,11600.861246347427,2,16293.096382,600,1,1,16,1.3726057692419802,unknown,13183.116555399998,100.0,100.0
220,1762859135.1537468,11655.100061893463,2,17336.722018,600,1,1,17,1.428204049857458,unknown,14883.802388599997,100.0,100.0
