episode,timestamp,elapsed_time_s,curriculum_level,episode_reward,episode_length,tumble_initiated,tumble_recovered,recovery_steps,disturbance_intensity,disturbance_type,rolling_10_reward,rolling_10_recovery_rate,rolling_50_recovery_rate
221,1762859187.0899053,11707.036220312119,2,10796.490645,600,1,1,8,1.3440895135908435,unknown,14137.4214576,100.0,100.0
222,1762859238.8128507,11758.759165763855,2,8786.478829,600,1,1,17,1.221806444224385,unknown,13346.7217298,100.0,100.0
223,1762859293.0800853,11813.026400327682,2,4810.359206,600,1,1,4,1.2700772732373287,unknown,12974.374080999998,100.0,100.0
224,1762859345.041334,11864.987648963928,2,21723.021565,600,1,1,26,1.3962695909316671,unknown,13887.262627799999,100.0,100.0
225,1762859396.8455608,11916.791875839233,2,20576.39354,600,1,1,18,1.3639570270096972,unknown,14089.346528400001,100.0,100.0
226,1762859448.6678793,11968.614194393158,2,21633.963938,600,1,1,18,1.4501089439430617,unknown,15629.9495066,100.0,100.0
227,1762859503.0409904,12022.987305402756,2,12438.24973,600,1,1,13,1.380477776638203,unknown,15064.147456700002,100.0,100.0
228,1762859554.8549309,12074.80124592781,2,21670.703739,600,1,1,18,1.3452204882439762,unknown,15606.5479592,100.0,100.0
229,1762859606.649633,12126.59594798088,2,19143.108998,600,1,1,22,1.485603702397166,unknown,15891.549220800001,100.0,100.0
230,1762859660.9606829,12180.906997919083,2,8718.023691,600,1,1,10,1.1839818862798255,unknown,15029.679388100001,100.0,100.0
231,1762859712.684654,12232.630969047546,2,18815.5562,600,1,1,26,1.243580524002893,unknown,15831.5859436,100.0,100.0
232,1762859764.5830557,12284.52937078476,2,4393.868066,600,1,1,2,1.145088280388717,unknown,15392.3248673,100.0,100.0
233,1762859818.611393,12338.557708024979,2,18382.882982,600,1,1,16,1.4928954641729848,unknown,16749.5772449,100.0,100.0
234,1762859870.3548925,12390.30120754242,2,17250.368595,600,1,1,17,1.1641455467321535,unknown,16302.311947900002,100.0,100.0
235,1762859886.6290467,12406.575361728668,2,9236.33625,66,1,0,0,1.477240178214306,unknown,15168.3062189,90.0,98.0
236,1762859938.3338232,12458.280138254166,2,17266.858048,600,1,1,15,1.3305320964265448,unknown,14731.595629899999,90.0,98.0
237,1762859990.040938,12509.987252950668,2,20290.408416,600,1,1,18,1.3799326362218114,unknown,15516.8114985,90.0,98.0
238,1762860044.376976,12564.323291063309,2,18526.81632,600,1,1,16,1.423231865952004,unknown,15202.4227566,90.0,98.0
239,1762860096.2313757,12616.1776907444,2,17528.257671,600,1,1,14,1.1748504176424892,unknown,15040.937623900001,90.0,98.0
240,1762860148.0604377,12668.006752729416,2,4964.712228,600,1,1,0,1.2134427717730272,unknown,14665.606477599998,90.0,98.0
241,1762860202.456089,12722.4024040699,2,18735.322944,600,1,1,19,1.454382516423974,unknown,14657.583152000001,90.0,98.0
242,1762860254.2198207,12774.166135787964,2,6446.330565,600,1,1,7,1.2692077155120878,unknown,14862.829401900002,90.0,98.0
243,1762860270.7867875,12790.733102560043,2,15142.389877,71,1,0,0,1.4892072066030462,unknown,14538.7800914,80.0,96.0
244,1762860322.620387,12842.566702127457,2,4654.912411,600,1,1,3,1.3783578849898577,unknown,13279.234473,80.0,96.0
245,1762860376.679065,12896.625380039215,2,19114.257683,600,1,1,17,1.2397892595200377,unknown,14267.0266163,90.0,96.0
246,1762860428.5823727,12948.52868771553,2,12863.619354,600,1,1,21,1.4872462392504446,unknown,13826.702746900002,90.0,96.0
247,1762860480.3224924,13000.268807411194,2,19405.417671,600,1,1,28,1.2894041559693832,unknown,13738.2036724,90.0,96.0
248,1762860532.2447655,13052.191080570221,2,10888.319263,600,1,1,7,1.4793934696800906,unknown,12974.353966699999,90.0,96.0
249,1762860586.3012698,13106.247584819794,2,12807.355296,600,1,1,12,1.16853699092256,unknown,12502.263729199998,90.0,96.0
250,1762860638.0757964,13158.022111415863,2,18074.663963,600,1,1,16,1.218250106275327,unknown,13813.258902700001,90.0,96.0
251,1762860689.775883,13209.722198009491,2,22894.242604,600,1,1,19,1.1551541128926863,unknown,14229.150868699999,90.0,96.0
252,1762860744.0116882,13263.958003282547,2,10017.532039,600,1,1,7,1.1164009283128788,unknown,14586.271016100003,90.0,96.0
253,1762860795.930741,13315.877056121826,2,16028.085025,600,1,1,23,1.2672970921441593,unknown,14674.840530899999,100.0,96.0
254,1762860847.57222,13367.518535137177,2,15652.74499,600,1,1,19,1.1824663333642462,unknown,15774.6237888,100.0,96.0
255,1762860899.4679108,13419.414225816727,2,18740.811783,600,1,1,18,1.3206833032251764,unknown,15737.2791988,100.0,96.0
256,1762860953.546208,13473.49252295494,2,16101.201996,600,1,1,16,1.211535038573014,unknown,16061.037463,100.0,96.0
257,1762861005.2428768,13525.189191818237,2,17664.156981,600,1,1,16,1.1779908444782545,unknown,15886.911394,100.0,96.0
258,1762861056.8972318,13576.84354686737,2,20612.713463,600,1,1,17,1.340338040993315,unknown,16859.350813999998,100.0,96.0
259,1762861111.0947654,13631.041080474854,2,19151.471751,600,1,1,17,1.4787802539633688,unknown,17493.7624595,100.0,96.0
260,1762861162.778986,13682.725301027298,2,18644.200974,600,1,1,17,1.1884497166728927,unknown,17550.7161606,100.0,96.0
261,1762861214.5908802,13734.537195205688,2,15316.765962,600,1,1,22,1.130299780928131,unknown,16792.9684964,100.0,96.0
262,1762861266.4604316,13786.4067466259,2,12539.017481,600,1,1,11,1.4462359365337472,unknown,17045.1170406,100.0,96.0
263,1762861320.5167124,13840.463027477264,2,794.475994,600,1,1,5,1.3087249979651159,unknown,15521.756137499999,100.0,96.0
264,1762861372.446487,13892.392802000046,2,9452.901619,600,1,1,6,1.4754123936057064,unknown,14901.771800400002,100.0,96.0
265,1762861424.1405666,13944.086881637573,2,17511.912599,600,1,1,17,1.3884578325955903,unknown,14778.881881999998,100.0,96.0
266,1762861478.5213966,13998.467711687088,2,20092.295922,600,1,1,17,1.4855294461830044,unknown,15177.991274599999,100.0,96.0
267,1762861530.2220798,14050.168394804,2,13421.182366,600,1,1,7,1.2551271870517349,unknown,14753.693813099997,100.0,96.0
268,1762861582.0799012,14102.02621626854,2,3075.875362,600,1,1,0,1.1535438460769398,unknown,13000.010003,100.0,96.0
269,1762861636.2469795,14156.193294525146,2,2601.504426,600,1,1,0,1.1343083271432512,unknown,11345.013270500001,100.0,96.0
270,1762861687.9428918,14207.889206886292,2,17502.189413,600,1,1,16,1.4519727950574837,unknown,11230.8121144,100.0,96.0
271,1762861739.7131376,14259.659452676773,2,23615.722812,600,1,1,25,1.1078810849042862,unknown,12060.7077994,100.0,96.0
272,1762861791.4120572,14311.358372211456,2,16885.175157,600,1,1,22,1.48105824345446,unknown,12495.323567000001,100.0,96.0
273,1762861845.6256833,14365.571998357773,2,20516.361262,600,1,1,18,1.2047443593296614,unknown,14467.5120938,100.0,96.0
274,1762861897.4712915,14417.417606592178,2,16377.690976,600,1,1,18,1.1033635207012047,unknown,15159.9910295,100.0,96.0
275,1762861949.3651192,14469.311434268951,2,7095.784523,600,1,1,3,1.1523838693392996,unknown,14118.378221900002,100.0,96.0
276,1762862003.4532506,14523.399565696716,2,19069.642794,600,1,1,14,1.495160668782014,unknown,14016.112909099998,100.0,96.0
277,1762862055.1172557,14575.063570737839,2,20149.381848,600,1,1,17,1.2391649233828983,unknown,14688.9328573,100.0,96.0
278,1762862107.1530693,14627.099384307861,2,10719.021096,600,1,1,17,1.3902990762494334,unknown,15453.2474307,100.0,96.0
279,1762862123.4936604,14643.439975500107,2,13808.949873,65,1,0,0,1.461700526946668,unknown,16573.9919754,90.0,94.0
280,1762862175.1703408,14695.116655826569,2,18830.839172,600,1,1,17,1.3326160876344382,unknown,16706.8569513,90.0,94.0
281,1762862229.1734993,14749.119814395905,2,18131.449271,600,1,1,17,1.3983212751435194,unknown,16158.4295972,90.0,94.0
282,1762862280.830018,14800.776333093643,2,22595.624638,600,1,1,22,1.4560331821586496,unknown,16729.4745453,90.0,94.0
283,1762862332.4873414,14852.433656454086,2,16515.293963,600,1,1,26,1.2845442481048153,unknown,16329.367815400003,90.0,94.0
284,1762862386.790126,14906.736441135406,2,9347.081413,600,1,1,8,1.4574139459234114,unknown,15626.306859100001,90.0,94.0
285,1762862438.484481,14958.430796146393,2,19116.233864,600,1,1,17,1.1827629943419644,unknown,16828.351793200003,90.0,96.0
286,1762862490.3502495,15010.29656457901,2,14144.49508,600,1,1,19,1.4374100950352018,unknown,16335.8370218,90.0,96.0
287,1762862544.3565614,15064.302876472473,2,10870.719714,600,1,1,21,1.1678489630856752,unknown,15407.970808400001,90.0,96.0
288,1762862596.0585356,15116.004850625992,2,16309.37668,600,1,1,26,1.2581272775081036,unknown,15967.006366799998,90.0,96.0
289,1762862647.7676995,15167.714014530182,2,17815.53399,600,1,1,16,1.2886612085003764,unknown,16367.664778499999,100.0,96.0
290,1762862699.595162,15219.54147696495,2,16262.636981,600,1,1,20,1.3132245733883294,unknown,16110.844559399999,100.0,96.0
291,1762862753.720032,15273.666347026825,2,11068.091045,600,1,1,19,1.2111877358237566,unknown,15404.5087368,100.0,96.0
292,1762862805.4490979,15325.395412921906,2,8868.640561,600,1,1,6,1.4420957043246632,unknown,14031.8103291,100.0,96.0
293,1762862857.1280344,15377.074349403381,2,17291.393047,600,1,1,16,1.4874925905257834,unknown,14109.420237499999,100.0,98.0
294,1762862911.3318112,15431.278126239777,2,18753.065971,600,1,1,21,1.3470109811497109,unknown,15050.018693299999,100.0,98.0
295,1762862963.004212,15482.950526952744,2,10476.259407,600,1,1,15,1.4603423491333538,unknown,14186.021247599998,100.0,98.0
296,1762863014.9202218,15534.866536855698,2,15611.98688,600,1,1,9,1.319477287528053,unknown,14332.7704276,100.0,98.0
297,1762863066.6125329,15586.558847904205,2,19182.463207,600,1,1,17,1.3302026786724608,unknown,15163.9447769,100.0,98.0
298,1762863120.9970498,15640.943364858627,2,8761.192378,600,1,1,14,1.375594866781832,unknown,14409.1263467,100.0,98.0
299,1762863172.7430196,15692.689334630966,2,20008.910907,600,1,1,18,1.4119456019055197,unknown,14628.464038400003,100.0,98.0
300,1762863224.397434,15744.343749046326,2,19282.411379,600,1,1,17,1.2589086584779003,unknown,14930.4414782,100.0,98.0
301,1762863278.741674,15798.687988996506,2,19105.051764,600,1,1,18,1.3769996302551786,unknown,15734.137550100004,100.0,98.0
302,1762863330.468659,15850.414973974228,2,17873.837245,600,1,1,16,1.241383948817389,unknown,16634.657218500004,100.0,98.0
303,1762863382.2034738,15902.149788856506,2,2323.700521,600,1,1,1,1.3539253104208884,unknown,15137.8879659,100.0,98.0
304,1762863436.5012906,15956.447605609894,2,15935.200698,600,1,1,16,1.1601287712028447,unknown,14856.101438599999,100.0,98.0
305,1762863488.3008676,16008.24718260765,2,22454.681083,600,1,1,19,1.3365736969198865,unknown,16053.943606200002,100.0,98.0
306,1762863539.9421265,16059.888441562653,2,15884.627288,600,1,1,18,1.1028453619654635,unknown,16081.207647,100.0,98.0
307,1762863591.8068473,16111.753162384033,2,15762.524518,600,1,1,22,1.4164994043642047,unknown,15739.2137781,100.0,98.0
308,1762863646.0474865,16165.99380159378,2,11785.873008,600,1,1,20,1.2462096477071773,unknown,16041.681841099999,100.0,98.0
309,1762863697.72456,16217.67087507248,2,12344.303055,600,1,1,17,1.153717042208672,unknown,15275.2210559,100.0,98.0
310,1762863749.4237936,16269.370108604431,2,21395.465745,600,1,1,24,1.4717882804101965,unknown,15486.5264925,100.0,98.0
311,1762863803.9108112,16323.857126235962,2,13237.410874,600,1,1,8,1.168511874721994,unknown,14899.762403499999,100.0,98.0
312,1762863855.7441344,16375.690449476242,2,18236.913259,600,1,1,23,1.4835913862011063,unknown,14936.0700049,100.0,98.0
313,1762863907.4308665,16427.37718153,2,20317.786679,600,1,1,18,1.4456479043352768,unknown,16735.478620700003,100.0,98.0
314,1762863959.2912073,16479.237522363663,2,15159.247666,600,1,1,24,1.4831371215973759,unknown,16657.883317500004,100.0,98.0
315,1762864013.5387435,16533.485058546066,2,14855.784888,600,1,1,17,1.2289771291630927,unknown,15897.993698,100.0,98.0
316,1762864065.4425843,16585.388899326324,2,26076.839114,600,1,1,20,1.496869586266858,unknown,16917.2148806,100.0,98.0
317,1762864117.3489878,16637.29530286789,2,17484.567832,600,1,1,15,1.3078095973610362,unknown,17089.419212,100.0,98.0
318,1762864171.6350024,16691.581317424774,2,16614.461803,600,1,1,19,1.171672250472087,unknown,17572.2780915,100.0,98.0
319,1762864223.3887167,16743.335031747818,2,12064.386006,600,1,1,25,1.2612949181227167,unknown,17544.286386600004,100.0,98.0
320,1762864275.062505,16795.008820056915,2,18434.299647,600,1,1,25,1.3025470215410717,unknown,17248.169776799998,100.0,98.0
321,1762864329.1790082,16849.125323295593,2,20710.161815,600,1,1,17,1.2031622791671768,unknown,17995.444870900003,100.0,98.0
322,1762864380.950191,16900.89650607109,2,18141.456084,600,1,1,10,1.3055198919972242,unknown,17985.8991534,100.0,98.0
323,1762864432.6772952,16952.623610258102,2,19497.405188,600,1,1,15,1.2140193182290304,unknown,17903.8610043,100.0,98.0
324,1762864484.5846467,17004.530961751938,2,19150.47947,600,1,1,28,1.2763062098667384,unknown,18302.9841847,100.0,98.0
325,1762864538.7552896,17058.70160460472,2,15907.426447,600,1,1,23,1.4284517409915116,unknown,18408.148340599997,100.0,98.0
326,1762864590.4443128,17110.390627861023,2,12693.312482,600,1,1,8,1.3908407732748382,unknown,17069.7956774,100.0,98.0
327,1762864642.3400223,17162.28633737564,2,16659.335777,600,1,1,24,1.3589720487650976,unknown,16987.272471900003,100.0,98.0
328,1762864696.6702032,17216.61651825905,2,4278.721136,600,1,1,0,1.2485809763114066,unknown,15753.698405199999,100.0,98.0
329,1762864748.3841183,17268.330433368683,2,16497.023864,600,1,1,24,1.3960426356129676,unknown,16196.962190999999,100.0,100.0
330,1762864800.2208486,17320.16716361046,2,21094.308354,600,1,1,19,1.4843053137326465,unknown,16462.9630617,100.0,100.0
331,1762864852.0325806,17371.978895664215,2,17485.432273,600,1,1,16,1.4342515261696043,unknown,16140.4901075,100.0,100.0
332,1762864906.0941277,17426.040442705154,2,15310.707199,600,1,1,16,1.226812457185175,unknown,15857.415218999999,100.0,100.0
333,1762864923.422262,17443.36857700348,2,8071.604324,82,1,1,23,1.4954284031735277,unknown,14714.835132600001,100.0,100.0
334,1762864975.281591,17495.227905988693,2,11310.035835,600,1,1,17,1.327150436608216,unknown,13930.7907691,100.0,100.0
335,1762865027.0732095,17547.01952457428,2,15340.032974,600,1,1,12,1.457442924691454,unknown,13874.051421799999,100.0,100.0
336,1762865043.3549845,17563.30129957199,2,13512.295258,66,1,1,28,1.310002973123898,unknown,13955.949699399998,100.0,100.0
337,1762865097.5976977,17617.544012784958,2,17370.736927,600,1,1,24,1.3651056446744059,unknown,14027.0898144,100.0,100.0
338,1762865149.4016242,17669.347939252853,2,23985.928227,600,1,1,28,1.3932269806569642,unknown,15997.8105235,100.0,100.0
339,1762865201.0160532,17720.962368249893,2,23445.323371,600,1,1,19,1.446962510908039,unknown,16692.6404742,100.0,100.0
340,1762865255.2629857,17775.209300756454,2,11471.423038,600,1,1,6,1.41726794398219,unknown,15730.351942600002,100.0,100.0
341,1762865307.0001953,17826.94651031494,2,20884.136358,600,1,1,16,1.3942371370455446,unknown,16070.2223511,100.0,100.0
342,1762865358.8780513,17878.8243663311,2,17418.637495,600,1,1,23,1.1429617933112777,unknown,16281.015380699999,100.0,100.0
343,1762865410.6743016,17930.620616674423,2,19623.224505,600,1,1,15,1.3966055860751767,unknown,17436.1773988,100.0,100.0
344,1762865465.1999512,17985.146266222,2,20400.226669,600,1,1,18,1.1770623932235713,unknown,18345.1964822,100.0,100.0
345,1762865516.995147,18036.941462039948,2,17910.184085,600,1,1,25,1.1547101971534786,unknown,18602.2115933,100.0,100.0
346,1762865568.6549933,18088.601308345795,2,1538.425324,600,1,1,1,1.389102552653244,unknown,17404.824599900003,100.0,100.0
347,1762865622.8428779,18142.789192914963,2,19298.414727,600,1,1,17,1.398400273628555,unknown,17597.592379899997,100.0,100.0
348,1762865674.596926,18194.543241024017,2,20267.984192,600,1,1,18,1.1267524022965218,unknown,17225.797976399997,100.0,100.0
349,1762865726.3599703,18246.306285381317,2,18530.228383,600,1,1,17,1.1440910905368422,unknown,16734.2884776,100.0,100.0
350,1762865778.202549,18298.148864030838,2,14115.156415,600,1,1,20,1.3532213148284284,unknown,16998.6618153,100.0,100.0
351,1762865832.7411137,18352.687428712845,2,13251.566504,600,1,1,13,1.1109027459749594,unknown,16235.404829899999,100.0,100.0
352,1762865884.5864782,18404.532793283463,2,26098.081741,600,1,1,20,1.1894997808086607,unknown,17103.349254499997,100.0,100.0
353,1762865936.2883835,18456.234698534012,2,20454.744676,600,1,1,27,1.3535225876317376,unknown,17186.5012716,100.0,100.0
354,1762865990.6363518,18510.582666873932,2,12740.86791,600,1,1,26,1.3530563564672893,unknown,16420.5653957,100.0,100.0
355,1762866007.1764076,18527.122722625732,2,32181.736183,69,1,0,0,1.3158741536216862,unknown,17847.7206055,90.0,98.0
356,1762866058.8867114,18578.83302640915,2,18397.756566,600,1,1,12,1.1282730201192548,unknown,19533.6537297,90.0,98.0
357,1762866110.5435534,18630.48986840248,2,21611.442256,600,1,1,18,1.2085965059348116,unknown,19764.956482600002,90.0,98.0
358,1762866164.8666742,18684.812989234924,2,21907.224322,600,1,1,19,1.1300688726332109,unknown,19928.880495600002,90.0,98.0
359,1762866216.5879047,18736.53421974182,2,10381.045687,600,1,1,21,1.3093234650471104,unknown,19113.962226,90.0,98.0
360,1762866268.3261375,18788.27245259285,2,15345.504098,600,1,1,25,1.1581968143194759,unknown,19236.996994300003,90.0,98.0
361,1762866320.0220942,18839.96840929985,2,10208.556743,600,1,1,5,1.1462121213321277,unknown,18932.6960182,90.0,98.0
362,1762866374.4250472,18894.37136220932,2,20871.115091,600,1,1,14,1.2162242201888191,unknown,18409.9993532,90.0,98.0
363,1762866426.2205443,18946.16685938835,2,20282.237835,600,1,1,23,1.346639133295191,unknown,18392.7486691,90.0,98.0
364,1762866477.93851,18997.884824991226,2,14327.444756,600,1,1,11,1.4988653862423473,unknown,18551.4063537,90.0,98.0
365,1762866532.340153,19052.286468029022,2,10540.167279,600,1,1,5,1.1063012127113094,unknown,16387.2494633,100.0,98.0
366,1762866584.24756,19104.193875074387,2,17453.935538,600,1,1,13,1.2287238988146936,unknown,16292.867360499999,100.0,98.0
367,1762866636.0448115,19155.991126537323,2,17670.045113,600,1,1,17,1.2397701043426212,unknown,15898.727646199997,100.0,98.0
368,1762866690.2960906,19210.242405653,2,11860.632129,600,1,1,6,1.1584529058102238,unknown,14894.068426900001,100.0,98.0
369,1762866742.1063566,19262.052671670914,2,16919.250314,600,1,1,23,1.1478868176162556,unknown,15547.888889599999,100.0,98.0
370,1762866793.8443878,19313.790702819824,2,17680.358178,600,1,1,23,1.2547799461683227,unknown,15781.374297599998,100.0,98.0
371,1762866845.905529,19365.851844072342,2,14918.967477,600,1,1,25,1.4331207242461599,unknown,16252.415371,100.0,98.0
372,1762866900.3336482,19420.27996325493,2,13614.473832,600,1,1,18,1.4983084116600516,unknown,15526.751245099998,100.0,98.0
373,1762866952.2192204,19472.16553544998,2,10883.767451,600,1,1,5,1.2726445014562198,unknown,14586.904206700001,100.0,98.0
374,1762867003.9518878,19523.898202896118,2,24333.351036,600,1,1,20,1.2722337728763653,unknown,15587.494834699999,100.0,98.0
375,1762867058.0938752,19578.04019021988,2,7946.083023,600,1,1,4,1.3598656609297226,unknown,15328.086409100002,100.0,98.0
376,1762867109.843844,19629.790158987045,2,21000.280118,600,1,1,17,1.12280381673718,unknown,15682.7208671,100.0,98.0
377,1762867161.6109343,19681.557249307632,2,18928.915302,600,1,1,17,1.4056137774360478,unknown,15808.607886000002,100.0,98.0
378,1762867213.3230515,19733.269366502762,2,12140.470219,600,1,1,7,1.148002099604026,unknown,15836.591695000001,100.0,98.0
379,1762867267.5463636,19787.492678642273,2,16513.533906,600,1,1,19,1.3436892782363519,unknown,15796.0200542,100.0,98.0
380,1762867319.3410463,19839.287361383438,2,10926.245662,600,1,1,23,1.2121495786271514,unknown,15120.608802600002,100.0,98.0
381,1762867371.2306056,19891.17692065239,2,26974.505135,600,1,1,20,1.367406311290923,unknown,16326.162568400003,100.0,98.0
382,1762867425.3315132,19945.277828216553,2,16693.420192,600,1,1,16,1.4422170940946906,unknown,16634.057204399996,100.0,98.0
383,1762867477.271745,19997.218060016632,2,14060.985905,600,1,1,20,1.4848092116453326,unknown,16951.7790498,100.0,98.0
384,1762867529.0589113,20049.005226373672,2,22828.627614,600,1,1,18,1.183923263821102,unknown,16801.3067076,100.0,98.0
385,1762867580.9034667,20100.849781751633,2,12465.777454,600,1,1,20,1.2295776892748376,unknown,17253.2761507,100.0,98.0
386,1762867635.3754811,20155.321796178818,2,18653.747036,600,1,1,20,1.2768935774115115,unknown,17018.622842499997,100.0,98.0
387,1762867687.2046711,20207.15098619461,2,11960.356333,600,1,1,5,1.3539542314879878,unknown,16321.766945599997,100.0,98.0
388,1762867738.8985677,20258.84488272667,2,13752.443461,600,1,1,10,1.4681236090636052,unknown,16482.964269800003,100.0,98.0
389,1762867793.069225,20313.015540122986,2,20858.176576,600,1,1,17,1.1337889509920975,unknown,16917.4285368,100.0,98.0
390,1762867844.9649925,20364.91130757332,2,19479.10331,600,1,1,25,1.288499825011118,unknown,17772.7143016,100.0,98.0
391,1762867896.976613,20416.922928094864,2,13651.881755,600,1,1,20,1.1189223841023361,unknown,16440.4519636,100.0,98.0
392,1762867951.1236815,20471.069996595383,2,19313.488598,600,1,1,17,1.2558942762418115,unknown,16702.458804200003,100.0,98.0
393,1762868002.959128,20522.90544295311,2,12834.997833,600,1,1,7,1.1256682311305162,unknown,16579.859997,100.0,98.0
394,1762868054.8420227,20574.78833770752,2,12926.377187,600,1,1,24,1.3739010410435426,unknown,15589.634954300001,100.0,98.0
395,1762868106.7221007,20626.668415784836,2,15051.011127,600,1,1,22,1.2003471860946724,unknown,15848.1583216,100.0,98.0
396,1762868160.8764584,20680.822773456573,2,7311.266202,600,1,1,3,1.355875914414006,unknown,14713.910238199998,100.0,98.0
397,1762868212.790824,20732.737138986588,2,18394.352558,600,1,1,24,1.1160648730196239,unknown,15357.309860700003,100.0,98.0
398,1762868264.4735084,20784.419823408127,2,17973.971996,600,1,1,13,1.1655302332863522,unknown,15779.4627142,100.0,98.0
399,1762868318.7254426,20838.67175769806,2,4560.775337,600,1,1,0,1.347643942509345,unknown,14149.722590299998,100.0,98.0
400,1762868370.3214595,20890.26777458191,2,15326.729077,600,1,1,26,1.3825617431958954,unknown,13734.485167,100.0,98.0
401,1762868422.04153,20941.987844944,2,22644.83693,600,1,1,19,1.207040148342235,unknown,14633.780684499998,100.0,98.0
402,1762868473.7649837,20993.711298704147,2,22542.987702,600,1,1,19,1.3704019327718764,unknown,14956.7305949,100.0,98.0
403,1762868528.1738026,21048.120117664337,2,16078.317396,600,1,1,26,1.471243502713809,unknown,15281.062551199997,100.0,98.0
404,1762868579.8376715,21099.78398656845,2,18634.065213,600,1,1,17,1.4498654361659267,unknown,15851.831353799998,100.0,98.0
405,1762868631.7384968,21151.68481183052,2,17787.084508,600,1,1,17,1.1295984971560977,unknown,16125.438691899999,100.0,100.0
406,1762868685.7884045,21205.734719514847,2,9172.549139,600,1,1,6,1.1369662766230209,unknown,16311.566985599999,100.0,100.0
407,1762868737.5615435,21257.507858514786,2,19959.118817,600,1,1,17,1.2807065032750682,unknown,16468.0436115,100.0,100.0
408,1762868789.2554693,21309.20178437233,2,20615.251492,600,1,1,17,1.2238087200988368,unknown,16732.171561100004,100.0,100.0
409,1762868843.4707117,21363.417026758194,2,17696.448571,600,1,1,27,1.2375282747571286,unknown,18045.738884500002,100.0,100.0
410,1762868895.2069843,21415.153299331665,2,23538.320232,600,1,1,19,1.1117443235419067,unknown,18866.898,100.0,100.0
411,1762868947.0782673,21467.024582386017,2,11104.316436,600,1,1,7,1.464648056844794,unknown,17712.8459506,100.0,100.0
412,1762868998.8619075,21518.808222532272,2,20025.311424,600,1,1,18,1.1333340738336635,unknown,17461.0783228,100.0,100.0
413,1762869053.0418031,21572.988118171692,2,19773.237134,600,1,1,17,1.345154908324467,unknown,17830.570296600003,100.0,100.0
414,1762869104.9579053,21624.904220342636,2,18878.476656,600,1,1,20,1.3992127792092628,unknown,17855.011440899998,100.0,100.0
415,1762869156.6589346,21676.605249643326,2,22850.586166,600,1,1,20,1.405533123190877,unknown,18361.361606699997,100.0,100.0
416,1762869210.7739327,21730.720247745514,2,16190.899656,600,1,1,16,1.3571588642358459,unknown,19063.196658399997,100.0,100.0
417,1762869262.5664527,21782.512767791748,2,18787.243555,600,1,1,17,1.4881307932704182,unknown,18946.009132199997,100.0,100.0
418,1762869314.2620118,21834.20832681656,2,18873.343104,600,1,1,17,1.4562501515180868,unknown,18771.8182934,100.0,100.0
419,1762869365.937607,21885.883922100067,2,19211.086511,600,1,1,18,1.4684145420764854,unknown,18923.2820874,100.0,100.0
420,1762869419.974873,21939.921188116074,2,19143.918137,600,1,1,14,1.2008863172205961,unknown,18483.8418779,100.0,100.0
421,1762869471.9023452,21991.848660230637,2,15061.345025,600,1,1,17,1.4141977778422024,unknown,18879.5447368,100.0,100.0
422,1762869523.6863518,22043.632666826248,2,12493.937668,600,1,1,8,1.149850378731303,unknown,18126.4073612,100.0,100.0
423,1762869577.7773588,22097.723673820496,2,18089.52991,600,1,1,16,1.2433631205892886,unknown,17958.0366388,100.0,100.0
424,1762869629.6348457,22149.581160783768,2,19902.93203,600,1,1,17,1.1791261209391364,unknown,18060.482176200003,100.0,100.0
425,1762869681.60633,22201.552644968033,2,14186.129169,600,1,1,10,1.2602854147690206,unknown,17194.0364765,100.0,100.0
426,1762869733.4283345,22253.37464952469,2,14306.04334,600,1,1,21,1.44009618131153,unknown,17005.550844899997,100.0,100.0
427,1762869787.6110125,22307.557327508926,2,16221.367198,600,1,1,16,1.2325563542768205,unknown,16748.963209200003,100.0,100.0
428,1762869839.36338,22359.309695005417,2,18507.031825,600,1,1,16,1.449161557746151,unknown,16712.332081299995,100.0,100.0
429,1762869891.0525305,22410.99884557724,2,20458.332654,600,1,1,18,1.1255451547698172,unknown,16837.056695600004,100.0,100.0
430,1762869945.2370923,22465.18340730667,2,16415.988773,600,1,1,18,1.1337077103870445,unknown,16564.2637592,100.0,100.0
431,1762869997.1187322,22517.0650472641,2,7093.305394,600,1,1,4,1.1324766641757071,unknown,15767.4597961,100.0,100.0
432,1762870048.869666,22568.815981149673,2,11914.785945,600,1,1,19,1.422239379082517,unknown,15709.5446238,100.0,100.0
433,1762870103.2044852,22623.15080022812,2,17105.609918,600,1,1,17,1.2205725441724307,unknown,15611.1526246,100.0,100.0
434,1762870154.8812585,22674.827573537827,2,11156.562495,600,1,1,21,1.2315455598797345,unknown,14736.515671099998,100.0,100.0
435,1762870206.535114,22726.481429100037,2,15780.339021,600,1,1,10,1.1008543189342586,unknown,14895.936656299999,100.0,100.0
436,1762870258.39965,22778.34596514702,2,15775.70145,600,1,1,15,1.3953443568210502,unknown,15042.902467299999,100.0,100.0
437,1762870312.4683683,22832.41468334198,2,21972.177805,600,1,1,18,1.2255566964963265,unknown,15617.983528,100.0,100.0
438,1762870364.1831262,22884.12944126129,2,8139.054199,600,1,1,23,1.41687817327254,unknown,14581.1857654,100.0,100.0
439,1762870415.8294451,22935.775760173798,2,20762.851908,600,1,1,18,1.4371747679664857,unknown,14611.6376908,100.0,100.0
440,1762870469.9333212,22989.87963628769,2,17560.789735,600,1,1,16,1.2909673011148213,unknown,14726.117787000001,100.0,100.0
